device,epochs,num_views,num_layers,hidden_dim,latent_dim,spot_batch_size,supervision,model_kind,use_spot_count_feature,use_resgcn,gcn_layers,gcn_knn,gcn_dropout,gcn_residual_scale,view_mixer_layers,view_mixer_dropout,self_weight,stable_weight,invariance_weight,val_spot_frac,early_stop_patience,private_dropout,best_epoch,best_val_loss,train_slice,test_slice,train_slice1_cell_pcc,train_slice1_cell_cmd,train_slice1_cell_ssim,train_slice1_spot_pcc,train_slice1_spot_ssim,train_slice1_spot_cmd,train_top50_var_gene_pcc_mean,test_slice2_cell_pcc,test_slice2_cell_cmd,test_slice2_cell_ssim,test_slice2_spot_pcc,test_slice2_spot_ssim,test_slice2_spot_cmd,test_top50_var_gene_pcc_mean,test_gene_epcam_pcc,test_gene_esr1_pcc,test_gene_pgr_pcc,slice1_num_cells,slice2_num_cells,slice1_num_spots,slice2_num_spots
cuda:3,800,3,2,256,128,1024,spot,intervention_stable_multiview_spot,True,True,2,12,0.05,0.5,2,0.1,0.5,1.0,0.4,0.0,0,0.5,-1,,rep1,rep2,0.352333515882492,0.2513005137443542,0.4117354452610016,0.7463077902793884,0.6316453218460083,0.0570246577262878,0.6184960603713989,0.3010865449905395,0.2735795974731445,0.4001649916172027,0.5187326669692993,0.5208721160888672,0.0921068787574768,0.5646681785583496,0.7863982319831848,0.3886989057064056,0.1856799572706222,111345,164000,3601,4752
cuda:0,800,3,2,256,128,1024,spot,intervention_stable_multiview_spot,True,True,2,12,0.05,0.5,2,0.1,0.5,1.0,0.4,0.0,0,0.5,-1,,rep1,rep2,0.35116294026374817,0.25235772132873535,0.41035088896751404,0.7448956370353699,0.6295546293258667,0.05721461772918701,0.6167195439338684,0.3001127243041992,0.274056613445282,0.3988810181617737,0.5180680751800537,0.5203261375427246,0.09177291393280029,0.5630908012390137,0.7842407822608948,0.3889550268650055,0.18401147425174713,111345,164000,3601,4752
